district,state,child_stunting_rate,child_wasting_rate,child_underweight_rate,child_anemia_rate,women_anemia_rate,child_diarrhea_rate,child_ari_rate,safe_drinking_water_access,sanitation_access,electricity_access,clean_cooking_fuel_access,iodized_salt_usage,institutional_delivery_rate,full_immunization_rate,health_insurance_coverage,tobacco_use_women,tobacco_use_men,alcohol_use_women,alcohol_use_men,high_blood_sugar_women,high_blood_sugar_men,high_blood_pressure_women,high_blood_pressure_men,female_education_rate,overall_child_health_risk_score,basic_infrastructure_risk_score,lifestyle_disease_risk_score,chronic_disease_risk_score,healthcare_accessibility_score,district_overall_health_risk_score,district_risk_level,district_health_risk_rank,identified_health_risk_factors
dimapur,nagaland,28.3,25.0,29.8,48.9,34.7,2.2,0.6,92.4,81.1,99.8,84.2,98.7,73.7,55.9,5.7,16.4,44.0,1.7,25.7,12.0,14.1,18.6,20.8,89.8,26.379999999999992,-84.89999999999999,21.95,16.375,45.099999999999994,1.2369999999999974,High,589.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
phek,nagaland,28.0,12.9,15.6,44.9,30.0,1.9,1.1,98.1,90.1,99.4,24.2,98.3,63.15,54.6,24.9,9.9,45.5,0.9,24.1,9.0,13.4,25.9,33.8,80.5,21.31,-69.8,20.1,20.525,47.550000000000004,2.6889999999999983,High,515.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
tuensang,nagaland,37.1,24.6,34.2,38.8,28.8,5.5,1.8,90.4,92.0,96.6,19.7,98.2,63.15,44.62499999999999,22.0,14.9,50.2,0.6,18.5,6.4,10.5,20.4,24.3,80.5,27.525,-66.36666666666666,21.05,15.4,43.258333333333326,5.026666666666666,High,389.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
longleng,nagaland,34.1,19.8,25.7,40.4,34.6,6.1,1.2,81.05000000000001,86.6,99.1,11.8,98.6,63.15,53.0,38.3,7.9,54.0,0.5,24.0,10.2,14.5,22.6,30.0,81.2,25.6,-58.81666666666667,21.6,19.325000000000003,51.48333333333333,6.661666666666667,High,284.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kiphire,nagaland,36.9,11.0,25.0,55.2,31.4,7.9,1.6,90.9,83.1,97.9,16.4,99.7,63.15,44.62499999999999,8.8,10.1,44.2,1.0,15.8,7.8,11.7,15.3,22.0,77.4,26.995,-62.46666666666667,17.775000000000002,14.2,38.85833333333333,4.699666666666668,High,414.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kohima,nagaland,28.3,26.9,22.1,38.4,27.64999999999999,0.5,0.9,89.9,87.4,99.5,61.7,99.7,66.9,82.8,26.7,14.4,47.9,1.2,27.4,6.6,9.9,25.7,31.1,90.4,23.09,-78.66666666666667,22.724999999999998,18.325,58.79999999999999,1.7126666666666663,High,566.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
peren,nagaland,34.9,9.1,20.7,51.0,29.7,3.4,0.5,92.5,89.4,98.2,31.4,99.5,63.15,63.3,5.4,13.4,49.2,1.4,26.1,8.0,14.6,19.8,27.7,81.1,24.205,-70.10000000000001,22.525000000000002,17.525,43.949999999999996,3.671999999999998,High,468.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
central delhi,delhi,33.5,13.5,25.5,70.3,44.6,11.0,3.1,99.7,77.0,99.8,98.8,96.8,92.2,82.1,22.6,3.4,27.8,0.3,19.8,11.7,15.8,26.5,41.5,84.4,30.64,-90.83333333333333,12.825,23.875,65.63333333333334,1.4293333333333327,High,581.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
east delhi,delhi,35.2,15.7,29.9,65.9,42.5,14.2,4.5,98.4,78.0,99.5,99.1,98.1,92.6,74.6,30.7,1.5,25.0,0.4,19.8,11.7,12.9,25.8,33.8,84.4,31.645,-90.83333333333333,11.674999999999999,21.05,65.96666666666665,1.0363333333333333,High,603.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
new delhi,delhi,27.4,6.8,20.7,72.9,56.0,6.3,5.2,99.1,69.4,100.0,98.3,98.1,91.8,82.2,25.2,2.4,29.0,0.0,28.2,12.0,12.7,25.8,33.8,85.9,28.66,-87.93333333333334,14.899999999999999,21.075,66.39999999999999,1.0723333333333307,High,598.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
north delhi,delhi,25.0,8.9,17.4,67.5,47.2,12.7,5.7,99.3,70.2,99.8,98.1,93.8,89.7,66.2,18.1,2.8,30.3,0.4,23.5,10.6,13.9,21.3,32.9,80.8,26.88,-88.2,14.25,19.675,58.0,-0.10299999999999976,Low,647.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
north east delhi,delhi,38.7,8.8,21.8,62.5,45.9,11.5,2.3,98.2,89.5,99.9,99.7,96.3,89.2,86.4,19.4,3.1,24.1,0.2,14.6,12.9,14.5,27.2,37.0,82.7,29.61,-94.8,10.500000000000002,22.900000000000002,65.00000000000001,-0.43599999999999817,Low,657.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
north west delhi,delhi,26.9,10.9,22.8,73.6,51.4,10.8,8.149999999999999,99.7,88.2,100.0,99.1,97.6,94.0,78.3,28.2,1.3,24.1,0.4,22.0,14.4,14.7,24.1,29.9,84.2,29.855,-94.66666666666667,11.950000000000001,20.775,66.83333333333333,-0.4463333333333326,Low,658.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
shahdara,delhi,32.9,21.2,30.2,71.4,49.2,8.7,4.5,99.8,83.4,99.9,99.8,96.4,95.8,82.5,21.5,1.8,24.6,0.7,18.1,12.3,12.5,26.1,35.0,83.1,32.885000000000005,-93.33333333333333,11.3,21.475,66.60000000000001,1.0423333333333367,High,602.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
south delhi,delhi,33.4,9.4,18.9,65.4,46.2,9.5,0.9,100.0,89.5,99.9,97.7,98.6,82.0,86.2,28.7,3.8,28.2,0.7,25.1,12.1,15.9,22.3,30.4,83.5,28.065,-94.73333333333333,14.450000000000001,20.175,65.63333333333333,-0.7956666666666674,Low,671.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
south east delhi,delhi,21.7,14.7,20.4,72.7,47.9,10.6,4.9,100.0,83.8,99.7,99.1,96.8,96.1,64.6,24.5,1.6,20.8,0.8,19.5,9.9,10.3,23.7,27.8,83.9,27.934999999999995,-93.3,10.675,17.925,61.73333333333333,-1.7660000000000005,Low,695.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
south west delhi,delhi,27.1,10.6,16.8,70.1,56.4,6.9,8.149999999999999,99.7,86.2,100.0,99.3,96.8,92.5,77.3,37.7,1.8,27.4,0.6,23.0,12.6,17.0,19.5,26.5,86.6,28.545,-94.06666666666666,13.200000000000001,18.9,69.16666666666667,-0.9753333333333312,Low,675.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
west delhi,delhi,36.1,8.4,19.0,68.5,57.2,10.7,7.3,99.8,76.8,100.0,99.0,96.3,91.8,67.5,21.0,2.0,28.5,0.5,24.3,12.9,14.4,23.8,34.1,83.3,30.930000000000003,-90.86666666666667,13.825,21.3,60.1,1.223666666666667,High,590.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bargarh,odisha,38.9,18.0,30.0,56.2,62.6,4.0,2.8,98.0,61.9,98.4,31.9,99.0,99.6,95.9,45.5,21.2,40.1,2.2,28.3,15.7,15.4,22.6,24.3,72.1,32.295,-62.93333333333334,22.95,19.5,80.33333333333333,8.821333333333333,High,170.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jharsuguda,odisha,27.1,16.9,26.9,65.5,67.8,5.9,1.0,88.4,70.0,98.1,41.8,98.9,98.6,97.6,37.7,20.6,45.9,2.3,30.4,16.6,19.0,20.4,25.3,77.8,30.64,-65.73333333333333,24.8,20.325000000000003,77.96666666666665,8.134333333333334,High,205.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sambalpur,odisha,40.7,25.5,36.3,64.5,66.7,7.6,1.7,93.0,62.4,98.8,42.6,97.8,99.5,98.0,49.3,22.4,50.8,3.8,40.0,11.7,16.6,22.2,24.5,74.6,36.72,-65.0,29.249999999999996,18.75,82.26666666666667,11.288,High,79.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
debagarh,odisha,28.4,27.3,34.3,61.5,72.2,13.4,4.4,86.2,69.9,95.3,18.4,98.8,91.2,100.0,57.5,20.8,59.2,3.8,44.2,10.7,16.9,20.1,27.5,71.8,34.565,-57.16666666666668,32.0,18.799999999999997,82.89999999999999,12.552666666666664,High,41.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sundargarh,odisha,32.9,21.1,34.7,77.1,69.8,5.4,3.9,91.5,65.5,97.1,40.2,99.4,91.3,82.0,39.3,21.9,52.2,3.8,45.9,12.4,13.6,21.1,25.3,72.0,36.07,-64.73333333333333,30.95,18.1,70.86666666666667,11.291333333333334,High,78.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kendujhar,odisha,36.2,23.8,37.1,64.6,69.2,15.3,2.4,92.9,47.6,91.75000000000001,27.9,98.4,80.4,86.0,43.3,30.85,64.2,3.8,43.2,11.3,15.8,24.1,25.1,68.2,36.565000000000005,-55.13333333333333,35.5125,19.075000000000003,69.89999999999999,14.516833333333338,High,17.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mayurbhanj,odisha,36.7,28.5,45.9,71.7,72.2,16.199999999999996,3.2,81.05000000000001,54.4,91.75000000000001,16.1,98.9,91.7,84.4,46.5,30.85,62.2,3.8,45.6,8.8,12.3,26.1,28.8,63.0,40.25,-49.51666666666667,35.612500000000004,19.0,74.2,17.11916666666667,High,3.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
baleshwar,odisha,24.4,15.0,22.6,43.2,61.8,16.199999999999996,5.9,98.5,70.9,97.1,28.4,95.2,97.6,94.1,40.6,29.8,44.9,3.8,20.2,12.2,13.8,22.9,29.5,77.1,26.61,-64.93333333333334,24.675,19.6,77.43333333333332,6.512333333333332,High,295.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bhadrak,odisha,32.3,15.8,28.9,68.7,64.0,13.8,7.9,100.0,62.0,97.8,22.9,98.8,96.1,83.7,44.9,30.85,59.8,0.3,18.0,13.7,17.5,21.7,26.1,81.2,33.655,-60.63333333333333,27.2375,19.75,74.9,10.732833333333335,High,96.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kendrapara,odisha,28.6,7.9,17.9,61.5,58.8,10.4,6.5,99.7,57.3,99.5,27.9,98.9,96.7,82.8,50.0,30.85,54.9,0.5,19.1,15.7,21.6,21.9,24.8,84.3,27.814999999999994,-60.63333333333333,26.3375,21.0,76.5,8.46683333333333,High,189.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jagatsinghpur,odisha,13.2,10.7,11.0,58.2,59.8,11.0,7.1,99.5,60.1,98.2,30.5,98.2,98.3,91.3,56.8,25.7,51.1,0.4,19.1,16.9,21.4,26.2,30.2,84.7,23.075000000000003,-62.36666666666667,24.075000000000003,23.675,82.13333333333333,6.306666666666669,High,309.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
cuttack,odisha,20.4,14.2,18.9,63.8,64.5,8.3,8.149999999999999,92.3,60.2,98.2,45.1,98.9,98.9,90.4,42.3,25.8,51.0,0.5,20.2,17.8,21.1,22.7,27.1,80.6,27.73,-64.86666666666666,24.375,22.175,77.2,7.428666666666668,High,245.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jajapur,odisha,25.5,15.9,21.8,66.4,63.4,12.0,8.149999999999999,92.0,47.4,97.0,28.4,98.7,93.8,79.5,53.9,30.85,58.8,3.4,21.9,15.2,17.5,23.8,28.0,78.7,30.345000000000002,-54.93333333333334,28.737500000000004,21.125,75.73333333333333,11.123833333333335,High,84.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
dhenkanal,odisha,33.3,22.7,30.0,62.0,65.9,9.5,6.1,81.05000000000001,58.2,96.3,28.8,98.0,94.8,88.6,55.2,28.2,56.0,2.6,29.6,14.7,17.0,25.3,26.0,76.2,33.68,-55.01666666666667,29.1,20.75,79.53333333333332,12.438666666666666,High,44.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
anugul,odisha,28.1,25.1,30.5,75.3,75.8,12.0,4.5,81.05000000000001,66.4,96.7,23.8,97.1,85.7,87.0,63.1,17.2,56.9,3.8,32.9,16.1,18.2,18.9,21.1,73.2,35.89000000000001,-56.08333333333334,27.7,18.575,78.6,12.394333333333336,High,45.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
nayagarh,odisha,20.0,10.5,20.2,55.2,62.5,10.6,1.9,82.9,67.1,98.3,42.3,98.1,98.3,96.1,49.3,16.9,54.3,0.3,20.9,20.7,24.0,22.0,18.8,76.1,25.384999999999998,-63.1,23.099999999999998,21.375,81.23333333333333,6.428999999999999,High,303.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
khordha,odisha,17.1,13.2,16.9,56.1,68.1,9.9,2.1,94.6,73.2,99.5,63.3,99.7,97.8,87.9,43.2,20.1,44.7,0.5,20.5,22.1,25.0,20.2,25.1,84.4,25.214999999999996,-76.03333333333335,21.450000000000003,23.1,76.3,3.789333333333329,High,461.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
puri,odisha,13.8,8.9,11.3,51.0,63.3,11.8,0.0,98.5,67.3,99.5,34.4,97.7,97.7,95.8,61.5,25.5,52.6,0.0,19.4,20.7,23.1,20.8,23.3,83.3,21.64,-65.73333333333333,24.375,21.974999999999998,85.0,4.779333333333332,High,406.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ganjam,odisha,23.9,10.2,18.9,61.3,56.7,10.6,0.4,89.6,72.9,99.3,63.7,98.9,93.0,88.5,51.9,17.9,45.1,0.2,23.5,15.3,21.8,23.4,29.7,68.6,26.304999999999996,-74.39999999999999,21.675,22.549999999999997,77.8,4.486999999999999,High,422.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gajapati,odisha,43.4,16.1,34.3,64.4,66.1,6.4,0.3,81.05000000000001,58.3,94.1,28.9,88.3,76.4,92.6,39.6,16.5,36.2,3.8,28.8,10.9,12.0,19.7,24.9,55.5,35.35,-55.08333333333334,21.325,16.875,69.53333333333333,10.763333333333332,High,94.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kandhamal,odisha,34.2,23.3,35.2,55.3,48.9,5.3,1.4,81.05000000000001,52.4,96.6,24.1,97.7,93.9,96.8,54.5,25.5,52.0,1.5,31.3,10.5,12.3,24.4,24.8,64.2,31.180000000000007,-51.51666666666667,27.575,18.0,81.73333333333333,11.283666666666669,High,80.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
baudh,odisha,37.0,20.1,38.6,56.2,54.1,7.0,2.3,92.5,52.9,96.3,30.9,95.5,93.4,91.8,44.7,19.1,42.7,0.9,25.1,10.8,15.0,20.9,24.0,68.6,32.824999999999996,-57.76666666666667,21.950000000000003,17.674999999999997,76.63333333333333,9.501666666666665,High,135.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
subarnapur,odisha,29.6,26.0,34.5,73.1,58.8,5.3,0.3,94.2,66.7,98.7,41.6,98.5,96.1,98.0,45.8,17.9,39.4,0.8,21.5,13.0,12.8,22.4,20.5,74.4,33.88,-66.5,19.9,17.174999999999997,79.96666666666665,7.667000000000001,High,232.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
balangir,odisha,32.7,25.5,37.6,74.9,59.4,2.3,0.7,92.9,66.3,97.8,32.6,98.2,97.9,95.8,44.0,23.7,44.2,0.8,27.6,10.8,16.0,20.1,24.4,69.3,35.114999999999995,-62.93333333333333,24.075,17.825000000000003,79.23333333333333,9.839333333333334,High,121.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
nuapada,odisha,43.1,18.1,38.0,73.5,64.0,7.0,0.8,97.5,58.4,94.6,23.2,99.0,89.8,97.0,45.3,23.7,48.6,0.9,34.6,10.6,12.2,21.4,23.6,60.9,37.395,-58.699999999999996,26.950000000000003,16.95,77.36666666666667,11.998000000000003,High,54.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kalahandi,odisha,33.0,17.2,33.6,68.8,64.2,4.2,2.7,96.5,64.4,97.2,28.9,97.6,92.8,91.3,48.6,23.2,50.5,0.8,30.1,11.7,14.4,26.4,26.2,62.5,33.300000000000004,-62.26666666666667,26.150000000000002,19.674999999999997,77.56666666666666,10.031666666666666,High,117.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
rayagada,odisha,43.6,16.1,39.8,70.5,69.1,5.1,1.1,91.3,50.5,96.6,30.2,96.5,68.9,92.7,45.5,29.1,47.0,3.8,32.5,12.8,16.0,19.5,25.1,50.8,37.38999999999999,-56.333333333333336,28.099999999999998,18.35,69.03333333333335,12.979333333333331,High,31.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
nabarangapur,odisha,44.1,25.2,46.6,70.8,69.3,3.6,0.5,99.1,44.1,97.4,19.0,96.7,87.6,94.8,48.4,30.85,61.2,3.8,36.2,7.1,10.3,20.8,22.6,52.9,39.754999999999995,-53.06666666666666,33.0125,15.2,76.93333333333332,14.931166666666666,High,12.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
koraput,odisha,43.1,15.9,33.5,69.7,58.2,8.3,0.4,89.5,39.4,96.2,31.5,96.4,82.1,98.0,54.6,30.85,58.0,3.8,37.3,8.1,12.7,21.1,24.5,50.6,35.33,-52.46666666666667,32.4875,16.6,78.23333333333333,13.456166666666665,High,24.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
malkangiri,odisha,44.3,19.3,41.6,78.7,71.9,3.8,1.1,94.7,41.4,95.8,20.9,96.5,90.7,94.8,47.0,30.85,54.9,3.8,42.1,11.6,13.9,17.1,20.7,48.9,39.695,-51.333333333333336,32.9125,15.825000000000001,77.5,15.358833333333335,High,8.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
yanam,puducherry,25.0,12.4,18.7,39.7,43.1,2.5,0.0,100.0,84.1,99.8,98.6,86.6,100.0,79.7,29.2,0.8,10.3,0.2,18.8,22.0,24.7,32.2,33.3,80.9,21.43,-93.23333333333333,7.525,28.05,69.63333333333333,-2.9596666666666662,Low,704.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
puducherry,puducherry,17.0,11.6,13.1,66.3,56.8,4.5,5.6,100.0,84.6,100.0,95.0,93.8,99.5,80.1,31.3,2.1,14.0,0.3,27.3,19.1,21.0,22.7,31.1,83.8,24.589999999999996,-92.2,10.925,23.475,70.3,-1.724000000000002,Low,691.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mahe,puducherry,48.2,7.3,32.6,37.75,38.4,0.0,0.0,98.0,99.8,99.7,90.9,99.8,100.0,95.3,23.6,1.0,12.6,0.6,23.2,24.75,27.474999999999998,33.3,37.7,99.2,27.537499999999998,-95.23333333333335,9.35,30.80625,72.96666666666667,-0.0004166666666698404,Low,642.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
karaikal,puducherry,25.5,15.3,19.7,65.5,54.4,1.6,4.1,99.9,84.3,99.6,81.2,93.0,99.6,88.9,26.9,5.1,19.5,0.0,32.4,22.4,22.8,20.5,24.4,86.3,27.46,-87.46666666666665,14.25,22.525,71.8,0.8456666666666695,High,610.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
kapurthala,punjab,24.6,12.8,19.2,68.7,54.5,3.3,2.0,99.4,87.7,99.8,84.2,93.9,95.0,65.7,20.7,0.2,11.6,0.2,22.3,15.8,15.9,32.3,36.2,79.2,27.234999999999996,-89.43333333333334,8.575000000000001,25.05,60.46666666666666,-0.26766666666666783,Low,654.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
jalandhar,punjab,24.8,10.3,16.7,69.2,57.0,4.1,0.9,99.9,88.2,99.6,82.3,94.7,92.3,91.3,25.9,0.7,11.3,0.3,22.5,17.8,14.8,32.5,37.5,82.1,26.830000000000002,-89.13333333333334,8.7,25.65,69.83333333333333,-0.2246666666666668,Low,653.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
hoshiarpur,punjab,19.3,11.5,12.4,69.6,54.1,1.7,1.3,99.9,89.7,99.9,77.3,97.4,98.3,92.9,27.7,0.2,10.1,0.3,16.4,12.9,13.8,34.849999999999994,42.8,89.0,24.560000000000002,-87.96666666666668,6.749999999999999,26.0875,72.96666666666665,-1.2018333333333358,Low,682.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
shahid bhagat singh nagar,punjab,17.9,12.0,11.2,63.9,49.8,1.2,0.0,99.7,91.3,100.0,76.4,97.7,99.3,100.0,23.3,0.2,10.9,0.2,18.7,15.1,15.8,32.7,42.8,82.3,22.64,-88.13333333333333,7.499999999999999,26.599999999999998,74.2,-1.750666666666664,Low,694.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
fatehgarh sahib,punjab,30.0,7.1,18.2,61.5,65.1,3.1,0.9,99.7,87.6,99.6,74.3,93.8,96.6,83.6,35.1,0.2,12.3,0.1,23.6,17.2,16.1,31.8,35.1,80.1,27.43,-86.2,9.05,25.05,71.76666666666667,0.5520000000000005,Medium,623.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ludhiana,punjab,22.1,5.9,12.4,77.9,64.3,5.6,0.0,99.9,84.6,99.7,83.2,94.9,90.1,73.2,25.2,0.5,13.5,0.3,20.8,15.3,15.5,26.3,32.2,81.4,26.944999999999997,-88.23333333333333,8.774999999999999,22.325,62.833333333333336,-0.6486666666666698,Low,668.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
moga,punjab,22.0,12.0,16.8,70.3,54.4,7.4,6.0,99.2,87.8,99.9,71.5,96.4,93.0,80.6,23.7,0.3,16.9,0.5,30.4,14.9,12.8,31.2,35.3,72.0,27.145000000000003,-85.16666666666667,12.024999999999999,23.55,65.76666666666667,0.9396666666666671,High,608.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
muktsar,punjab,35.0,13.6,30.7,69.0,61.0,7.5,4.0,97.8,82.9,99.5,72.9,95.2,96.4,57.6,23.9,0.4,20.8,0.3,32.0,13.5,12.6,24.4,32.0,68.5,32.995,-83.53333333333333,13.375,20.625,59.300000000000004,3.2913333333333337,High,488.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
faridkot,punjab,28.1,10.3,20.7,76.1,63.2,9.4,3.7,92.5,87.5,99.0,79.1,94.0,94.3,70.8,20.4,0.1,18.6,0.2,27.6,15.1,16.5,26.1,35.4,71.7,30.720000000000002,-85.36666666666667,11.625000000000002,23.275,61.833333333333336,2.1946666666666688,High,544.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
bathinda,punjab,23.0,15.4,23.8,69.6,59.7,13.0,8.149999999999999,99.1,88.4,100.0,78.1,91.5,93.1,66.5,20.1,1.0,20.3,0.5,30.1,14.0,14.5,32.2,42.8,68.7,30.155,-87.53333333333335,12.975000000000001,25.875,59.9,2.3253333333333313,High,540.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
mansa,punjab,36.6,12.1,22.7,78.2,60.4,2.9,5.8,99.3,85.4,99.5,52.3,97.3,88.8,79.1,18.4,0.4,16.9,0.3,28.4,11.6,10.9,30.2,42.2,63.6,33.01,-78.0,11.499999999999998,23.725,62.099999999999994,4.648999999999999,High,417.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
patiala,punjab,20.3,9.9,16.9,76.7,65.3,5.8,0.6,99.1,88.1,99.7,80.4,94.3,97.3,74.7,33.8,0.3,11.2,0.4,21.9,18.5,14.8,28.7,34.3,76.9,27.77,-88.2,8.45,24.075,68.60000000000001,-0.027000000000000135,Low,644.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
amritsar,punjab,19.4,11.9,11.2,73.6,52.1,2.9,1.6,99.6,86.0,99.9,82.9,88.9,95.9,65.8,26.2,0.2,8.2,0.1,18.3,13.5,13.0,34.849999999999994,42.8,78.0,25.014999999999997,-88.5,6.7,26.037499999999998,62.633333333333326,-1.1464999999999996,Low,681.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
tarn taran,punjab,23.8,11.3,14.4,70.5,61.7,0.9,0.3,95.6,82.0,99.7,66.2,97.3,96.0,81.8,25.0,0.1,6.8,0.5,23.4,12.2,10.3,31.1,36.1,68.6,26.67,-80.26666666666667,7.699999999999999,22.425,67.60000000000001,0.6396666666666668,High,619.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
rupnagar,punjab,15.1,9.1,15.3,65.5,64.5,3.2,0.9,98.5,84.0,99.8,63.9,96.9,97.8,76.5,37.8,0.5,11.5,0.3,20.0,19.5,20.7,27.2,31.9,81.8,24.119999999999997,-81.13333333333334,8.075,24.825,70.7,0.0013333333333296338,Low,641.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sahibzada ajit singh nagar,punjab,26.2,10.7,23.0,63.7,59.5,5.0,2.5,99.9,87.6,99.6,88.9,96.8,97.4,71.1,31.0,0.5,12.3,0.6,20.9,17.1,18.1,27.7,34.0,84.3,27.859999999999996,-91.13333333333333,8.575000000000001,24.225,66.5,-0.5226666666666677,Low,664.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
sangrur,punjab,23.4,10.4,18.1,66.9,52.6,6.4,6.6,99.7,92.4,99.6,69.8,95.3,94.7,89.6,18.7,0.6,12.7,0.3,22.0,11.2,12.6,32.9,41.8,73.5,26.720000000000002,-86.30000000000001,8.899999999999999,24.625,67.66666666666667,0.1330000000000009,Low,634.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
barnala,punjab,33.8,9.4,16.5,60.6,55.2,11.0,6.0,99.8,90.7,99.8,73.5,93.8,96.7,68.5,20.7,0.3,14.0,0.3,28.5,14.5,13.8,32.8,40.0,72.4,28.645,-87.0,10.774999999999999,25.275,61.96666666666666,1.2679999999999976,High,588.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
fazilka,punjab,35.9,9.5,20.2,70.0,66.9,5.2,1.8,97.3,81.8,99.8,57.1,97.1,91.7,60.5,20.6,0.4,17.5,0.3,20.8,13.3,14.0,27.9,36.2,70.8,31.32,-77.73333333333333,9.75,22.85,57.599999999999994,3.501333333333334,High,477.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
firozpur,punjab,30.0,12.9,22.0,73.4,61.5,2.5,4.4,95.6,84.8,99.6,68.6,97.6,95.5,74.5,21.0,0.1,12.6,0.3,26.4,13.2,12.7,29.7,33.9,72.5,30.584999999999997,-81.99999999999999,9.849999999999998,22.375,63.666666666666664,2.2790000000000017,High,543.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
gurdaspur,punjab,25.1,9.5,15.3,70.1,55.2,2.3,1.3,97.6,85.4,99.1,81.3,95.2,92.4,80.0,23.5,0.4,7.9,0.6,21.3,15.1,13.8,34.849999999999994,39.2,79.0,26.389999999999997,-87.10000000000001,7.550000000000001,25.737499999999997,65.3,-0.2065000000000028,Low,651.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
pathankot,punjab,22.1,10.3,10.8,68.3,55.0,2.7,0.4,98.6,79.2,99.9,79.8,96.6,94.8,77.4,27.0,0.4,15.8,0.3,24.3,15.1,10.1,33.0,32.5,82.8,24.745,-84.86666666666667,10.2,22.675,66.39999999999999,-0.5003333333333346,Low,662.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
ganganagar,rajasthan,24.5,24.9,26.1,72.3,59.0,3.0,4.2,94.4,83.4,96.9,45.5,98.1,97.7,89.7,85.3,2.1,29.0,0.5,15.6,9.5,8.4,16.2,18.3,68.6,31.24,-73.43333333333334,11.8,13.100000000000001,90.89999999999999,2.789333333333334,High,511.0,"['High malnutrition', 'High anemia', 'High tobacco usage']"
